feature	ham_probability	spam_probability
rdering	2.1876328303309168e-07	8.311759699269452e-07
bmilner	4.3752656606618335e-07	2.7705865664231505e-07
strating	1.31257969819855e-06	2.7705865664231505e-07
nossos	2.1876328303309168e-07	4.987055819561671e-06
vietnamese	6.56289849099275e-07	5.541173132846301e-07
bianchi	2.4063961133640083e-06	2.7705865664231505e-07
subscribeoff	2.1876328303309168e-07	5.541173132846301e-07
dcorrig	8.750531321323667e-07	2.7705865664231505e-07
undue	2.1876328303309166e-06	5.5688789985105326e-05
dfpl	4.3752656606618335e-07	2.7705865664231505e-07
voluble	2.1876328303309168e-07	1.6623519398538903e-06
noncompete	1.31257969819855e-06	2.7705865664231505e-07
socialist	4.3752656606618335e-07	2.7705865664231505e-07
wei	1.9907458756011343e-05	2.7705865664231505e-06
ztljrg	2.1876328303309168e-07	5.541173132846301e-07
tibey	2.1876328303309168e-07	5.541173132846301e-07
regsan	2.1876328303309168e-07	8.311759699269452e-07
heacovery	2.1876328303309168e-07	5.541173132846301e-07
htnetworks	2.1876328303309168e-07	1.1082346265692602e-06
africa	8.313004755257484e-06	0.00019560341158947442
actoren	2.1876328303309168e-07	8.311759699269452e-07
cigs	2.1876328303309168e-07	1.3852932832115753e-06
aliyuumaru	2.1876328303309168e-07	5.541173132846301e-07
temu	4.3752656606618335e-07	2.7705865664231505e-07
hcyqmln	2.1876328303309168e-07	8.311759699269452e-07
rtyfour	2.1876328303309168e-07	5.541173132846301e-07
valores	2.1876328303309168e-07	1.1082346265692602e-06
janicen	4.3752656606618335e-07	2.7705865664231505e-07
ties	2.1220038454209892e-05	1.0528228952407973e-05
connie	2.1438801737242984e-05	2.7705865664231505e-06
rancorous	4.3752656606618335e-07	1.6623519398538903e-06
ntly	2.1876328303309168e-07	5.541173132846301e-07
temporarely	2.1876328303309168e-07	5.541173132846301e-07
blodget	3.281449245496375e-06	2.7705865664231505e-07
hziejiimq	2.1876328303309168e-07	8.311759699269452e-07
rechte	2.1876328303309168e-07	8.311759699269452e-07
clocks	2.1876328303309168e-07	2.4935279097808355e-06
hsl	2.1876328303309168e-07	5.541173132846301e-07
stormyandre	2.1876328303309168e-07	5.541173132846301e-07
cygnifi	4.3752656606618335e-07	2.7705865664231505e-07
981266	1.31257969819855e-06	2.7705865664231505e-07
otoscopic	2.1876328303309168e-07	1.3852932832115753e-06
2636	4.3752656606618335e-07	2.2164692531385204e-06
msticken	4.3752656606618335e-07	2.7705865664231505e-07
nadya	2.1876328303309168e-07	5.541173132846301e-07
discrxetely	2.1876328303309168e-07	5.541173132846301e-07
tdy	2.1876328303309168e-07	5.541173132846301e-07
vymqmivgdnnzthjokyjde	2.1876328303309168e-07	5.541173132846301e-07
nick	5.4909584041306005e-05	4.987055819561671e-06
gxt	2.1876328303309168e-07	8.311759699269452e-07
edtbauhaus	2.1876328303309168e-07	5.541173132846301e-07
lifelong	1.31257969819855e-06	3.0476452230654656e-06
bewitchment	2.1876328303309168e-07	8.311759699269452e-07
23023834	2.1876328303309168e-07	8.311759699269452e-07
cathfedral	2.1876328303309168e-07	5.541173132846301e-07
420	5.6878453588603834e-06	6.649407759415561e-06
nzoomail	2.1876328303309168e-07	5.541173132846301e-07
disturbing	1.7501062642647334e-06	2.2164692531385204e-06
pliancy	2.1876328303309168e-07	1.1082346265692602e-06
umbra	2.1876328303309168e-07	1.9394105964962054e-06
powerfultools	2.1876328303309168e-07	1.1082346265692602e-06
kathmandu	2.1876328303309168e-07	4.432938506277041e-06
desiring	6.56289849099275e-07	5.541173132846301e-07
terapop	4.3752656606618335e-07	2.7705865664231505e-07
60000	4.3752656606618335e-07	8.311759699269452e-07
donohoe	1.5313429812316417e-06	2.7705865664231505e-07
nietety	4.3752656606618335e-07	2.7705865664231505e-07
986840	4.3752656606618335e-07	2.7705865664231505e-07
eetcffs	2.1876328303309168e-07	8.311759699269452e-07
alvina	4.3752656606618335e-07	2.7705865664231505e-07
mabuza	2.1876328303309168e-07	5.541173132846301e-07
indicatingthatits	2.1876328303309168e-07	5.541173132846301e-07
learned	2.88767533603681e-05	1.4407050145400383e-05
ficar	2.1876328303309168e-07	1.1082346265692602e-06
ajgqx	2.1876328303309168e-07	5.541173132846301e-07
oknow	2.1876328303309168e-07	5.541173132846301e-07
llodra	6.56289849099275e-06	2.7705865664231505e-07
hifalutin	2.1876328303309168e-07	2.4935279097808355e-06
furiously	8.750531321323667e-07	5.541173132846301e-07
0606	1.0938164151654583e-06	2.7705865664231505e-07
thenews	2.1876328303309168e-07	5.541173132846301e-07
indigestion	2.1876328303309168e-07	2.2164692531385204e-06
obsidian	2.1876328303309168e-07	1.9394105964962054e-06
gifst	2.1876328303309168e-07	5.541173132846301e-07
vlo	2.1876328303309168e-07	5.541173132846301e-07
understandably	1.5313429812316417e-06	1.1082346265692602e-06
difuso	2.1876328303309168e-07	8.311759699269452e-07
enqdrqit	2.1876328303309168e-07	5.541173132846301e-07
feet	3.1064386190699014e-05	0.00012772404071210725
percen	2.1876328303309168e-07	5.541173132846301e-07
irreguiarities	2.1876328303309168e-07	1.9394105964962054e-06
socialite	2.1876328303309168e-07	5.541173132846301e-07
jeffords	1.31257969819855e-06	2.7705865664231505e-07
lyxnmhxfqskj	2.1876328303309168e-07	5.541173132846301e-07
ccccccroman	2.1876328303309168e-07	5.541173132846301e-07
gallstone	2.1876328303309168e-07	5.541173132846301e-07
grow	3.434583543619539e-05	9.281464997517554e-05
hkcable	2.1876328303309168e-07	8.311759699269452e-07
imputting	4.3752656606618335e-07	2.7705865664231505e-07
hfkosxcymgftzd	2.1876328303309168e-07	5.541173132846301e-07
deductibles	2.1876328303309168e-07	1.3852932832115753e-06
incluirse	2.1876328303309168e-07	5.541173132846301e-07
nbpl	1.0938164151654583e-06	2.7705865664231505e-07
thabo	2.1876328303309168e-07	1.6623519398538903e-06
lot	0.0001839799210308301	0.00014988873324349244
trichinella	2.1876328303309168e-07	8.311759699269452e-07
dispersive	2.1876328303309168e-07	3.0476452230654656e-06
greats	2.1876328303309168e-07	1.3852932832115753e-06
defrayparticulate	2.1876328303309168e-07	5.541173132846301e-07
ltnxgg	2.1876328303309168e-07	5.541173132846301e-07
glycerinate	2.1876328303309168e-07	1.9394105964962054e-06
maple	2.4063961133640083e-06	1.1082346265692602e-06
loki	2.1876328303309168e-07	8.311759699269452e-07
privat	2.1876328303309168e-07	1.3852932832115753e-06
dito	2.1876328303309168e-07	3.878821192992411e-06
overslaugh	2.1876328303309168e-07	5.541173132846301e-07
tvjgqnzhr	2.1876328303309168e-07	5.541173132846301e-07
lncbr	2.1876328303309168e-07	5.541173132846301e-07
aboutchristmas	2.1876328303309168e-07	8.311759699269452e-07
smalselt	2.1876328303309168e-07	5.541173132846301e-07
lans	1.0938164151654583e-06	5.541173132846301e-07
rph	2.1876328303309168e-07	5.541173132846301e-07
objets	2.1876328303309168e-07	1.1082346265692602e-06
haya	2.1876328303309168e-07	5.541173132846301e-07
bachelors	2.1876328303309166e-06	1.3575874175473438e-05
lert	4.3752656606618335e-07	5.541173132846301e-07
arbqgin	2.1876328303309168e-07	5.541173132846301e-07
vxkrhz	2.1876328303309168e-07	5.541173132846301e-07
orginators	8.750531321323667e-07	2.7705865664231505e-07
sorescu	6.56289849099275e-07	2.7705865664231505e-07
microcentrosome	2.1876328303309168e-07	1.6623519398538903e-06
drunkards	2.1876328303309168e-07	5.541173132846301e-07
reformolar	2.1876328303309168e-07	5.541173132846301e-07
megahertz	2.1876328303309168e-07	5.541173132846301e-07
gerekti	2.1876328303309168e-07	8.311759699269452e-07
egresos	2.1876328303309168e-07	1.3852932832115753e-06
eiectricity	2.1876328303309168e-07	1.856292999503511e-05
bleeth	2.1876328303309168e-07	5.541173132846301e-07
bnpparibas	4.375265660661833e-06	2.7705865664231505e-07
keysop	4.3752656606618335e-07	2.7705865664231505e-07
venturing	2.8439226794301917e-06	1.6623519398538903e-06
spliced	4.3752656606618335e-07	2.7705865664231505e-07
boss	1.684477279354806e-05	2.742880700758919e-05
capital	0.00031108138847305635	0.00013658991772466132
lteerts	2.1876328303309168e-07	5.541173132846301e-07
admirations	2.1876328303309168e-07	5.541173132846301e-07
fremle	2.1876328303309168e-07	5.541173132846301e-07
dmoriniere	4.3752656606618335e-07	2.7705865664231505e-07
pkq	2.1876328303309168e-07	5.541173132846301e-07
ahad	6.56289849099275e-07	2.7705865664231505e-07
zveutbms	2.1876328303309168e-07	5.541173132846301e-07
whthompson	6.56289849099275e-07	2.7705865664231505e-07
aziz	2.1876328303309166e-06	5.541173132846301e-07
octor	2.1876328303309168e-07	5.541173132846301e-07
293053	4.3752656606618335e-07	2.7705865664231505e-07
buzzwordflu	2.1876328303309168e-07	5.541173132846301e-07
preamble	8.750531321323667e-07	3.0476452230654656e-06
104001	4.3752656606618335e-07	2.7705865664231505e-07
koskin	2.1876328303309168e-07	1.6623519398538903e-06
mems	2.1876328303309168e-07	8.311759699269452e-07
dvantag	2.1876328303309168e-07	5.541173132846301e-07
9570	4.3752656606618335e-07	2.7705865664231505e-07
5060	8.750531321323667e-07	5.541173132846301e-07
inconvienence	4.3752656606618335e-07	2.7705865664231505e-07
rjqhcz	2.1876328303309168e-07	5.541173132846301e-07
hihxd	2.1876328303309168e-07	5.541173132846301e-07
shod	2.1876328303309168e-07	8.311759699269452e-07
bifurcated	4.3752656606618335e-07	2.7705865664231505e-07
somersault	2.1876328303309168e-07	8.311759699269452e-07
plastisolorganometallic	2.1876328303309168e-07	5.541173132846301e-07
membranous	2.1876328303309168e-07	5.541173132846301e-07
0986511	4.3752656606618335e-07	2.7705865664231505e-07
reducing	3.0845622907665926e-05	9.419994325838713e-06
avoidsilly	2.1876328303309168e-07	5.541173132846301e-07
hor	4.3752656606618335e-07	1.9394105964962054e-06
rmnmqv	2.1876328303309168e-07	5.541173132846301e-07
hawkinscarla	2.1876328303309168e-07	5.541173132846301e-07
haralson	6.56289849099275e-07	2.7705865664231505e-07
barad	4.3752656606618335e-07	2.7705865664231505e-07
dejetwxweizw	2.1876328303309168e-07	5.541173132846301e-07
ships	6.344135207959658e-06	1.3575874175473438e-05
megonna	2.1876328303309168e-07	8.311759699269452e-07
giancola	4.594028943694925e-06	2.7705865664231505e-07
backing	1.2469507132886224e-05	4.432938506277041e-06
mvaughan	4.3752656606618335e-07	2.7705865664231505e-07
tvpredictions	2.1876328303309168e-07	8.311759699269452e-07
gegner	4.3752656606618335e-07	2.7705865664231505e-07
itgexr	2.1876328303309168e-07	5.541173132846301e-07
occassions	6.56289849099275e-07	2.7705865664231505e-07
heidident	4.3752656606618335e-07	2.7705865664231505e-07
rampart	2.1876328303309168e-07	1.9394105964962054e-06
australisfredericks	2.1876328303309168e-07	5.541173132846301e-07
timeit	4.3752656606618335e-07	2.7705865664231505e-07
flownamics	2.1876328303309168e-07	5.541173132846301e-07
mokopane	2.1876328303309168e-07	8.311759699269452e-07
batt	2.1876328303309168e-07	3.3247038797077806e-06
xglrb	2.1876328303309168e-07	5.541173132846301e-07
starkeville	4.3752656606618335e-07	2.7705865664231505e-07
lkileo	2.1876328303309168e-07	8.311759699269452e-07
847300040	2.1876328303309168e-07	8.311759699269452e-07
bronchusoffenbach	2.1876328303309168e-07	5.541173132846301e-07
mcconville	6.56289849099275e-07	2.7705865664231505e-07
estacionamento	2.1876328303309168e-07	8.311759699269452e-07
adriatic	2.1876328303309168e-07	3.0476452230654656e-06
commencement	2.4063961133640083e-06	8.311759699269452e-06
ngpl	1.4657139963217142e-05	5.541173132846301e-07
kuwait	2.1876328303309168e-07	7.203525072700191e-06
staffed	2.8439226794301917e-06	2.7705865664231505e-06
unbearablestress	2.1876328303309168e-07	5.541173132846301e-07
591436	2.1876328303309168e-07	8.311759699269452e-07
kttihkefi	2.1876328303309168e-07	5.541173132846301e-07
bridgelines	4.3752656606618335e-07	2.7705865664231505e-07
blandly	2.1876328303309168e-07	5.541173132846301e-07
valdez	7.437951623125116e-06	2.7705865664231505e-07
doctrines	2.1876328303309168e-07	1.6623519398538903e-06
ncludes	2.1876328303309168e-07	5.541173132846301e-07
drugease	2.1876328303309168e-07	8.311759699269452e-07
157572	1.5313429812316417e-06	2.7705865664231505e-07
bir	2.1876328303309168e-07	7.757642385984821e-06
cholce	2.1876328303309168e-07	8.311759699269452e-07
3811	6.56289849099275e-07	2.7705865664231505e-07
depioyed	2.1876328303309168e-07	7.757642385984821e-06
pembd	2.1876328303309168e-07	5.541173132846301e-07
msgframe	6.56289849099275e-07	2.7705865664231505e-07
980417	4.3752656606618335e-07	2.7705865664231505e-07
deutschmark	2.1876328303309168e-07	8.311759699269452e-07
seminar	7.809849204281373e-05	2.4935279097808356e-05
ioric	2.1876328303309168e-07	2.2164692531385204e-06
keynoted	4.3752656606618335e-07	2.7705865664231505e-07
litv	2.1876328303309168e-07	8.311759699269452e-07
reave	2.1876328303309168e-07	1.3852932832115753e-06
prehistoric	2.1876328303309168e-07	8.311759699269452e-07
affordables	2.1876328303309168e-07	5.541173132846301e-07
underwater	1.968869547297825e-06	2.7705865664231505e-07
arbeitsam	2.1876328303309168e-07	5.541173132846301e-07
erisa	2.1876328303309166e-06	8.311759699269452e-07
wiht	4.3752656606618335e-07	2.7705865664231505e-07
mastered	6.56289849099275e-07	3.0476452230654656e-06
fisher	6.344135207959658e-06	2.7705865664231505e-06
billiards	2.1876328303309168e-07	5.541173132846301e-07
1033	6.56289849099275e-07	2.7705865664231505e-07
departpontiac	2.1876328303309168e-07	5.541173132846301e-07
teiephones	2.1876328303309168e-07	3.878821192992411e-06
pacified	2.1876328303309168e-07	5.541173132846301e-07
728	2.1876328303309166e-06	1.9394105964962054e-06
chanolee	2.1876328303309168e-07	8.311759699269452e-07
usnr	4.3752656606618335e-07	2.7705865664231505e-07
imprezy	8.750531321323667e-07	2.7705865664231505e-07
sutra	2.1876328303309168e-07	1.6623519398538903e-06
betraydixon	2.1876328303309168e-07	5.541173132846301e-07
axelrod	1.5313429812316417e-06	5.541173132846301e-07
impervious	2.1876328303309168e-07	1.6623519398538903e-06
hiddie	6.56289849099275e-07	2.7705865664231505e-07
obtenir	2.1876328303309168e-07	5.541173132846301e-07
000000000012736	4.3752656606618335e-07	2.7705865664231505e-07
infosolei	2.1876328303309168e-07	5.541173132846301e-07
lucian	2.1876328303309168e-07	1.1082346265692602e-06
implicated	2.1876328303309168e-07	8.311759699269452e-07
hydrophobic	2.1876328303309168e-07	2.2164692531385204e-06
enact	1.0938164151654583e-06	5.541173132846301e-07
scuttled	1.31257969819855e-06	1.1082346265692602e-06
ldn	1.0938164151654583e-06	2.7705865664231505e-07
muzikdersi	2.1876328303309168e-07	5.541173132846301e-07
vkzyu	2.1876328303309168e-07	5.541173132846301e-07
texracycline	2.1876328303309168e-07	8.311759699269452e-07
crusty	2.1876328303309168e-07	2.2164692531385204e-06
bandyopadhyay	8.750531321323667e-07	2.7705865664231505e-07
gopinath	4.3752656606618335e-07	2.7705865664231505e-07
5006	2.1876328303309168e-07	5.541173132846301e-07
danielson	2.4063961133640083e-06	2.7705865664231505e-06
pseg	6.56289849099275e-06	2.7705865664231505e-07
caputo	6.56289849099275e-07	2.2164692531385204e-06
boyz	2.1876328303309168e-07	5.541173132846301e-07
304050	4.3752656606618335e-07	2.7705865664231505e-07
gsia	5.6878453588603834e-06	2.7705865664231505e-07
g	0.00017216670374704313	0.0005845937655152847
direct	0.0001785108389550028	0.00017981106816086247
needled	2.1876328303309168e-07	5.541173132846301e-07
audit	6.891043415542388e-05	1.2744698205546493e-05
charley	4.3752656606618335e-07	4.432938506277041e-06
currect	6.56289849099275e-07	2.7705865664231505e-07
cinclant	2.1876328303309168e-07	5.541173132846301e-07
91730	2.1876328303309168e-07	8.311759699269452e-07
wollen	2.1876328303309168e-07	3.3247038797077806e-06
anatomic	2.1876328303309168e-07	2.4935279097808355e-06
texacogp	1.0938164151654583e-06	2.7705865664231505e-07
heritagefinanceltd	2.1876328303309168e-07	5.541173132846301e-07
tothe	2.1876328303309168e-07	1.1082346265692602e-06
awarded	0.0001424148972545427	3.740291864671253e-05
tripartite	2.1876328303309168e-07	1.9394105964962054e-06
anglers	2.1876328303309168e-07	8.311759699269452e-07
answeeeer	2.1876328303309168e-07	5.541173132846301e-07
myspyerase	2.1876328303309168e-07	1.3852932832115753e-06
prolfval	2.1876328303309168e-07	5.541173132846301e-07
nuq	2.1876328303309168e-07	5.541173132846301e-07
clicks	1.5313429812316417e-06	2.2164692531385204e-06
hipa	2.1876328303309168e-07	1.1082346265692602e-06
7230	1.31257969819855e-06	2.7705865664231505e-07
produced	3.390830887012921e-05	8.616524221575998e-05
amountwithin	2.1876328303309168e-07	1.3852932832115753e-06
rfp	1.1594454000753859e-05	1.1082346265692602e-06
dmeqsq	2.1876328303309168e-07	5.541173132846301e-07
endvxsl	2.1876328303309168e-07	5.541173132846301e-07
juliana	2.1876328303309168e-07	2.7705865664231505e-06
jayant	4.375265660661833e-06	2.7705865664231505e-07
giwrth	2.1876328303309168e-07	5.541173132846301e-07
00834	4.3752656606618335e-07	2.7705865664231505e-07
wep	2.1876328303309168e-07	1.9394105964962054e-06
vdopjn	2.1876328303309168e-07	5.541173132846301e-07
gottlieb	8.750531321323667e-07	2.7705865664231505e-07
godzin	6.56289849099275e-07	2.7705865664231505e-07
vhd	2.1876328303309168e-07	5.541173132846301e-07
jasvatf	2.1876328303309168e-07	5.541173132846301e-07
zybancholesterol	2.1876328303309168e-07	8.311759699269452e-07
ceske	4.3752656606618335e-07	2.7705865664231505e-07
svpejcjy	2.1876328303309168e-07	5.541173132846301e-07
histamine	2.1876328303309168e-07	1.6623519398538903e-06
iodide	2.1876328303309168e-07	8.311759699269452e-07
clrmyhso	2.1876328303309168e-07	5.541173132846301e-07
hbs	6.7816617740258415e-06	5.541173132846301e-07
looks	0.00011878846268696878	3.1030569543939286e-05
smnvw	2.1876328303309168e-07	5.541173132846301e-07
glv	2.1876328303309168e-07	1.6623519398538903e-06
chickieigirlie	2.1876328303309168e-07	5.541173132846301e-07
xchemv	2.1876328303309168e-07	5.541173132846301e-07
sparking	1.0938164151654583e-06	8.311759699269452e-07
enternal	2.1876328303309168e-07	5.541173132846301e-07
descending	2.1876328303309168e-07	5.541173132846301e-07
alcandr	6.56289849099275e-07	2.7705865664231505e-07
gnp	2.1876328303309168e-07	1.3852932832115753e-06
escorted	2.1876328303309168e-07	8.311759699269452e-07
dcf	4.3752656606618335e-07	2.7705865664231505e-07
4873	4.3752656606618335e-07	2.7705865664231505e-07
streamside	2.1876328303309168e-07	1.3852932832115753e-06
hxbere	2.1876328303309168e-07	5.541173132846301e-07
yualnjz	2.1876328303309168e-07	5.541173132846301e-07
corinthianerrand	2.1876328303309168e-07	5.541173132846301e-07
elbmert	2.1876328303309168e-07	5.541173132846301e-07
nucleus	2.1876328303309168e-07	8.311759699269452e-07
ewea	2.1876328303309168e-07	5.541173132846301e-07
wdz	2.1876328303309168e-07	5.541173132846301e-07
